Movie ID,Title,Genre,Language,Production House,Release Date,Country,Budget (M USD),Duration (mins),Opening Day Collection (M USD),Weekend Collection (M USD),Lifetime Gross (M USD),Number of Screens,IMAX/3D Available,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Domestic Collection (M USD),International Collection (M USD),Distribution Company,Marketing Budget (M USD)
MOV6887,Movie 891,Sci-Fi,Spanish,Universal,20:58.5,Japan,52.3,156,16.35,36.77,288.53,3288,No,9,44,234390,207.99,80.54,Sony Pictures,24.2
MOV9990,Movie 892,Animation,English,Netflix Originals,20:58.5,France,235.35,96,17.16,32.68,76.51,4070,No,5.6,41,263823,43.14,33.37,Fox Studios,45.76
MOV2671,Movie 893,Thriller,Tamil,Warner Bros,20:58.5,France,110.62,168,26,65.7,340.82,3402,Yes,6.6,22,241452,231.23,109.59,Paramount,49.15
MOV9381,Movie 894,Adventure,English,Fox Studios,20:58.5,South Korea,229.33,159,49.28,139.03,1204.61,2770,No,7.8,43,378298,751.27,453.34,Fox Studios,104.46
MOV5387,Movie 895,Horror,French,Universal,20:58.5,India,225.19,99,7.17,14.65,92.35,1601,No,4.3,29,459321,66.36,25.99,Netflix,104.86
MOV5308,Movie 896,Romance,Korean,Fox Studios,20:58.5,Japan,119.94,164,12.09,34.97,245.94,2026,Yes,5.6,79,281963,154.65,91.29,Amazon Prime,29.5
MOV4389,Movie 897,Action,English,Warner Bros,20:58.5,South Korea,171.3,129,1.86,4.48,28.2,4785,Yes,8.1,98,299452,14.92,13.28,Amazon Prime,43.59
MOV1112,Movie 898,Romance,French,Netflix Originals,20:58.5,India,91.92,132,4.56,11.94,89.36,3355,No,8.4,89,93882,52.6,36.76,Amazon Prime,37.57
MOV3149,Movie 899,Horror,Japanese,Fox Studios,20:58.5,China,29.81,110,31.18,87,453.3,2909,No,6.3,53,13585,276.76,176.54,Warner Bros,7.89
MOV7604,Movie 900,Horror,Tamil,Paramount,20:58.5,Japan,102.39,102,20.51,32.87,251.03,1347,No,9.9,29,284034,184.75,66.28,Netflix,25.97
MOV6602,Movie 901,Drama,Spanish,Sony Pictures,20:58.5,UK,97.63,106,38.4,104.32,655.09,3647,Yes,6,31,30755,396.18,258.91,Sony Pictures,35.12
MOV2623,Movie 902,Comedy,Tamil,Universal,20:58.5,France,77.43,149,47.37,81.93,413.98,3412,No,4.9,91,295099,297.15,116.83,Fox Studios,37.8
MOV3379,Movie 903,Adventure,Korean,Netflix Originals,20:58.5,UK,187.56,91,48.22,128.51,935.49,4942,Yes,5.6,90,450911,695.98,239.51,Amazon Prime,73.68
MOV2603,Movie 904,Action,Chinese,Disney,20:58.5,Germany,231.69,166,5.43,13.31,38.03,3956,No,8.2,40,313807,26.65,11.38,Amazon Prime,40.68
MOV9850,Movie 905,Horror,Korean,Paramount,20:58.5,South Korea,54.06,103,36.92,97.38,429.56,2611,No,5.9,40,406233,217.55,212.01,Warner Bros,25.34
MOV7384,Movie 906,Romance,English,Disney,20:58.5,USA,141.29,98,10.64,24.34,134.93,674,Yes,7.2,54,16257,68.95,65.98,Paramount,53.96
MOV2007,Movie 907,Drama,Hindi,Fox Studios,20:58.5,France,22.69,144,21.73,58.1,226.36,4982,No,5,43,354332,153.63,72.73,Fox Studios,9.34
MOV7184,Movie 908,Romance,German,Paramount,20:58.5,France,94.11,119,41.19,118.77,1013.86,2571,Yes,9.4,28,353048,783.63,230.23,Warner Bros,18.3
MOV6241,Movie 909,Sci-Fi,Japanese,Disney,20:58.5,UK,84.33,86,40.01,92.61,209.84,1590,Yes,5,42,132754,126.67,83.17,Warner Bros,32.38
MOV9891,Movie 910,Sci-Fi,Spanish,Universal,20:58.5,China,223.93,162,46.51,97.63,599.82,3897,No,7.8,51,140676,397.21,202.61,Paramount,91.51
MOV1046,Movie 911,Animation,Japanese,Disney,20:58.5,UK,147.75,121,36.61,98.92,861.8,3102,No,8.3,42,356118,506.51,355.29,Fox Studios,20.78
MOV1978,Movie 912,Comedy,German,Universal,20:58.5,Germany,255.72,98,28.94,70,331.1,2201,No,6,68,112927,198.03,133.07,Sony Pictures,27.12
MOV8741,Movie 913,Comedy,Tamil,Paramount,20:58.5,Japan,203.73,146,37.72,82.13,546.19,1881,No,8.1,32,455562,426.14,120.05,Warner Bros,55.21
MOV2251,Movie 914,Sci-Fi,Tamil,Universal,20:58.5,India,177.81,99,34.66,54.02,420.18,2032,No,8,67,304099,314.45,105.73,Sony Pictures,71.74
MOV7944,Movie 915,Thriller,Hindi,Fox Studios,20:58.5,Japan,52.54,170,45.11,103.77,504.1,3723,Yes,6.6,64,136574,284.12,219.98,Amazon Prime,23.76
MOV3402,Movie 916,Drama,Hindi,Netflix Originals,20:58.5,UK,108.44,165,10.49,19.83,194.85,3320,Yes,5.3,21,216297,114.89,79.96,Netflix,20.8
MOV1245,Movie 917,Adventure,Spanish,Netflix Originals,20:58.5,USA,71.22,93,13.73,34.26,156.41,649,Yes,8.1,60,379754,95.28,61.13,Warner Bros,12.01
MOV3022,Movie 918,Sci-Fi,Chinese,Universal,20:58.5,Germany,191.54,159,33.05,88.31,491.53,4805,Yes,4.1,77,393295,349.07,142.46,Fox Studios,63.76
MOV1641,Movie 919,Thriller,Hindi,Sony Pictures,20:58.5,UK,132.92,90,42.3,64.03,432.47,4952,Yes,7.2,26,19720,248.25,184.22,Warner Bros,61.44
MOV3166,Movie 920,Thriller,Telugu,Sony Pictures,20:58.5,USA,232.6,171,21.65,61.81,306.8,4555,No,7.6,24,162412,189.29,117.51,Paramount,34.6
MOV4774,Movie 921,Action,Chinese,Paramount,20:58.5,UK,70.33,103,34.76,68.09,194.6,1405,Yes,4.2,88,450918,138.62,55.98,Paramount,7.2
MOV2048,Movie 922,Sci-Fi,Hindi,Sony Pictures,20:58.5,Germany,7.28,168,46.34,80.37,504.38,3410,No,5.6,37,311623,341.77,162.61,Paramount,1.97
MOV7591,Movie 923,Thriller,Spanish,Fox Studios,20:58.5,France,200.97,96,33.99,60.41,193.54,4176,Yes,9.4,48,267730,109.32,84.22,Fox Studios,92.05
MOV7659,Movie 924,Action,Tamil,Sony Pictures,20:58.5,India,100.82,86,39.28,94.11,772.33,3704,No,6,69,375491,483.29,289.04,Fox Studios,35.23
MOV6017,Movie 925,Romance,Chinese,Fox Studios,20:58.5,South Korea,178.03,173,3.53,6.21,49.13,2978,Yes,4.3,99,274874,28.39,20.74,Warner Bros,74.1
MOV8603,Movie 926,Horror,Chinese,Warner Bros,20:58.5,China,243.99,161,3.44,5.17,31.54,4481,No,6,85,249247,17.44,14.1,Sony Pictures,105.03
MOV5975,Movie 927,Drama,Spanish,Sony Pictures,20:58.5,France,56.52,101,21.25,60.35,335.51,3059,No,5.6,66,341882,230,105.51,Sony Pictures,12.92
MOV2166,Movie 928,Animation,Tamil,Sony Pictures,20:58.5,South Korea,8.46,102,16.44,30.67,140.39,4874,Yes,5.1,70,55007,80.73,59.66,Fox Studios,4.18
MOV3585,Movie 929,Horror,Korean,Fox Studios,20:58.5,China,159.33,124,39.71,117.28,660.59,2327,Yes,9.3,63,494720,480.9,179.69,Warner Bros,44.18
MOV6472,Movie 930,Drama,Chinese,Sony Pictures,20:58.5,China,149.12,80,22.9,55.69,339.82,1682,Yes,4.7,68,92591,177.47,162.35,Warner Bros,60.69
MOV6787,Movie 931,Animation,French,Universal,20:58.5,Germany,296.32,119,36.79,97.6,204.73,4845,No,9.4,78,158562,150.59,54.14,Fox Studios,86.88
MOV3530,Movie 932,Romance,Tamil,Disney,20:58.5,USA,34.14,149,46.95,90.79,673.57,1253,No,9.6,92,166456,469.54,204.03,Warner Bros,11.51
MOV8896,Movie 933,Comedy,Korean,Netflix Originals,20:58.5,India,78.48,99,12.64,19.82,40.04,604,Yes,8.5,86,4186,25.1,14.94,Warner Bros,34.85
MOV1496,Movie 934,Drama,German,Fox Studios,20:58.5,China,54.71,161,47.75,128.99,742.88,3292,Yes,8.5,75,5835,542.06,200.82,Paramount,10.06
MOV8328,Movie 935,Drama,Telugu,Fox Studios,20:58.5,Germany,212.39,86,21.65,60.8,279.96,553,Yes,6.4,64,449198,176.04,103.92,Paramount,101.86
MOV3081,Movie 936,Horror,Korean,Disney,20:58.5,Germany,181.76,106,36.46,58.88,180.76,3841,No,5.6,58,71860,134.14,46.62,Amazon Prime,20.65
MOV4878,Movie 937,Animation,French,Paramount,20:58.5,South Korea,109.57,106,10.47,15.71,119.52,940,No,5.7,84,82676,83.13,36.39,Paramount,23.07
MOV6963,Movie 938,Romance,Japanese,Disney,20:58.5,South Korea,289.56,121,47.23,114.62,303.43,3425,Yes,4.6,51,81379,152.63,150.8,Sony Pictures,63.96
MOV4104,Movie 939,Animation,Spanish,Sony Pictures,20:58.5,Germany,13.98,145,22.42,65.18,530.49,2010,Yes,5,26,265686,410.69,119.8,Paramount,4.69
MOV2616,Movie 940,Animation,Korean,Paramount,20:58.5,China,210.81,171,37.28,69.1,235.73,3215,Yes,4.9,37,142099,174.97,60.76,Warner Bros,48.97
MOV6052,Movie 941,Animation,Spanish,Paramount,20:58.5,China,108.5,113,16.92,38.4,251.23,2590,Yes,4.4,64,254253,160.4,90.83,Warner Bros,32.34
MOV7421,Movie 942,Thriller,German,Sony Pictures,20:58.5,China,208.68,112,3.14,5.54,50.34,3990,Yes,5.5,47,26963,28.91,21.43,Paramount,89.59
MOV8253,Movie 943,Comedy,Telugu,Fox Studios,20:58.5,France,123.68,136,26.23,78.4,449,4632,Yes,8.9,85,100387,351.79,97.21,Paramount,21.94
MOV7929,Movie 944,Horror,Korean,Disney,20:58.5,South Korea,205.35,119,23.18,61.17,242.48,4812,No,4.8,83,46765,160.41,82.07,Sony Pictures,54.68
MOV5256,Movie 945,Action,Hindi,Netflix Originals,20:58.5,USA,65.49,160,28.81,59.93,477.39,4269,No,5,51,30226,364.98,112.41,Amazon Prime,15.55
MOV8761,Movie 946,Adventure,Hindi,Universal,20:58.5,India,251.17,97,17.27,35.2,163.85,1355,Yes,4.4,56,12548,103.95,59.9,Paramount,27.28
MOV1208,Movie 947,Adventure,French,Universal,20:58.5,USA,38.52,142,23.27,45.29,311.71,2537,Yes,8.9,65,354855,205.8,105.91,Netflix,11.59
MOV3340,Movie 948,Action,German,Netflix Originals,20:58.5,South Korea,232.42,117,44.66,103.91,400.78,3802,Yes,4.6,88,212754,287.85,112.93,Paramount,108.87
MOV1966,Movie 949,Animation,Chinese,Netflix Originals,20:58.5,USA,110.56,170,19.74,36.89,96.82,1297,Yes,9.7,41,127620,51.94,44.88,Fox Studios,20.37
MOV9890,Movie 950,Thriller,Japanese,Netflix Originals,20:58.5,Japan,30.38,121,26.84,70.06,388.31,3976,Yes,6.1,51,480557,299.8,88.51,Warner Bros,10.65
MOV2444,Movie 951,Sci-Fi,Telugu,Universal,20:58.5,China,195.6,159,18.37,48.04,379.94,1459,Yes,9.7,49,109391,194.81,185.13,Fox Studios,77.73
MOV7655,Movie 952,Sci-Fi,Tamil,Netflix Originals,20:58.5,UK,237.5,108,48.93,85.66,444.22,2442,No,8,100,388727,268.96,175.26,Paramount,50.67
MOV4621,Movie 953,Animation,Chinese,Universal,20:58.5,Germany,277.3,169,22.71,43.52,356.92,3281,Yes,6.8,93,401817,251.63,105.29,Paramount,129.55
MOV5425,Movie 954,Sci-Fi,German,Warner Bros,20:58.5,South Korea,93.02,177,48.37,78.15,758.99,4367,No,7.1,22,353342,559.79,199.2,Warner Bros,9.62
MOV9910,Movie 955,Sci-Fi,Hindi,Disney,20:58.5,China,183.28,104,30.87,80.94,688.4,4923,Yes,4.5,29,248039,523.53,164.87,Sony Pictures,52.34
MOV4621,Movie 956,Horror,French,Disney,20:58.5,India,5.91,159,27.91,72.89,307.86,4685,No,5.3,66,363123,241.97,65.89,Warner Bros,1.28
MOV9734,Movie 957,Romance,Tamil,Paramount,20:58.5,USA,77.8,147,22.9,39.38,276.48,2716,Yes,8.8,86,80797,181.45,95.03,Fox Studios,36.04
MOV4277,Movie 958,Horror,Chinese,Netflix Originals,20:58.5,China,133.65,110,44.78,122.86,968.19,1811,No,6.9,84,410450,759.5,208.69,Sony Pictures,15.96
MOV9442,Movie 959,Sci-Fi,Telugu,Paramount,20:58.5,China,122.5,180,46.78,134.18,864.75,742,No,7.8,89,98218,639.98,224.77,Paramount,33.01
MOV4803,Movie 960,Romance,Hindi,Universal,20:58.5,USA,127.61,94,39.9,92.22,840.62,3824,No,7.1,41,383343,541.02,299.6,Paramount,18.51
MOV8707,Movie 961,Thriller,Japanese,Netflix Originals,20:58.5,USA,172.6,129,38.29,75.34,234.63,637,No,7.9,95,206378,142.17,92.46,Sony Pictures,35.2
MOV7580,Movie 962,Romance,Telugu,Disney,20:58.5,USA,214,86,44.66,69.26,159.34,2874,Yes,4.2,99,481016,111.47,47.87,Sony Pictures,57.69
MOV6836,Movie 963,Thriller,Korean,Fox Studios,20:58.5,China,147.39,120,0.61,1.06,7.26,3866,Yes,5.8,48,217547,5.23,2.03,Netflix,39
MOV7500,Movie 964,Horror,Korean,Fox Studios,20:58.5,France,263.72,123,42.14,69.7,142.96,4668,Yes,8,21,93369,93.02,49.94,Sony Pictures,77.38
MOV2383,Movie 965,Drama,Korean,Netflix Originals,20:58.5,Japan,77.16,110,3.39,5.68,30.63,837,Yes,5.6,60,308567,17.19,13.44,Paramount,19.87
MOV4133,Movie 966,Sci-Fi,Telugu,Disney,20:58.5,UK,168.04,81,10.77,21.14,164.28,4923,Yes,8.7,84,104390,116.83,47.45,Amazon Prime,27.81
MOV8492,Movie 967,Sci-Fi,Spanish,Warner Bros,20:58.5,South Korea,254.08,132,33.28,91.63,198.5,682,No,8.6,29,185170,146.68,51.82,Warner Bros,118.66
MOV5762,Movie 968,Adventure,English,Warner Bros,20:58.5,France,216.71,113,49.6,139.23,1201.19,2436,Yes,5.2,95,188595,806.32,394.87,Sony Pictures,94.52
MOV7474,Movie 969,Animation,Hindi,Netflix Originals,20:58.5,South Korea,117.65,162,15.64,25.58,190.54,3555,No,7.5,54,375867,132.62,57.92,Fox Studios,14.28
MOV8721,Movie 970,Sci-Fi,Tamil,Sony Pictures,20:58.5,USA,140.94,154,29.48,79.16,428.13,3946,No,8.5,68,285995,342.28,85.85,Warner Bros,18.66
MOV3587,Movie 971,Horror,French,Universal,20:58.5,France,192.08,90,42.85,118.01,266.33,3674,No,8.3,31,428625,150.54,115.79,Warner Bros,85.69
MOV3752,Movie 972,Romance,Tamil,Fox Studios,20:58.5,Japan,150.21,173,13.03,25.98,127.59,4861,No,4,51,116609,73.2,54.39,Sony Pictures,34.45
MOV2026,Movie 973,Sci-Fi,French,Universal,20:58.5,Japan,5.9,126,39.03,78.62,384.86,2894,No,7.1,44,97466,200.16,184.7,Amazon Prime,2.59
MOV7229,Movie 974,Action,English,Fox Studios,20:58.5,South Korea,209.67,104,26.68,56.95,289.75,3962,No,9,43,7327,212.89,76.86,Paramount,62.2
MOV7504,Movie 975,Sci-Fi,French,Netflix Originals,20:58.5,Germany,77.05,93,45.79,103.98,711.76,2230,Yes,5.1,31,100747,550.64,161.12,Fox Studios,32.6
MOV2345,Movie 976,Animation,English,Paramount,20:58.5,USA,236.36,160,30.75,75.11,684.47,2676,Yes,8.6,40,231060,390.33,294.14,Paramount,71.67
MOV1843,Movie 977,Drama,Hindi,Warner Bros,20:58.5,China,291.97,97,0.97,1.59,12.53,1807,Yes,7.5,76,482986,8.52,4.01,Fox Studios,133.17
MOV9946,Movie 978,Horror,Japanese,Fox Studios,20:58.5,USA,280.94,125,1.69,4.63,20.62,3160,Yes,6.7,41,69758,12.3,8.32,Sony Pictures,91.2
MOV4028,Movie 979,Comedy,Hindi,Disney,20:58.5,Japan,201.68,98,6.41,16.36,160.92,4290,Yes,4.2,49,418252,109.11,51.81,Warner Bros,67.58
MOV5112,Movie 980,Animation,Tamil,Fox Studios,20:58.5,Japan,155.04,82,28.19,55.39,178.26,3936,No,4.6,63,346940,131.35,46.91,Netflix,62.77
MOV9071,Movie 981,Adventure,Chinese,Paramount,20:58.5,South Korea,199.5,161,22.8,68.39,447.78,2077,No,5.8,85,99528,297.17,150.61,Amazon Prime,67.41
MOV4569,Movie 982,Romance,Korean,Fox Studios,20:58.5,Japan,240.4,97,44.02,127.09,647.92,1391,No,4.7,38,39301,330.42,317.5,Fox Studios,34.83
MOV2885,Movie 983,Action,Telugu,Universal,20:58.5,India,2.36,100,24.53,60.22,326.45,867,No,9.5,100,4516,177.11,149.34,Warner Bros,0.27
MOV5630,Movie 984,Thriller,Spanish,Sony Pictures,20:58.5,France,37.28,83,6.85,13.58,108.13,4592,Yes,5.7,78,125530,78.11,30.02,Netflix,17.98
MOV8612,Movie 985,Comedy,English,Paramount,20:58.5,Germany,193.45,80,2.58,5.34,20.7,3008,Yes,8.9,84,45765,15.3,5.4,Paramount,38.39
MOV6172,Movie 986,Sci-Fi,French,Fox Studios,20:58.5,South Korea,85.81,83,10.25,18.82,99.85,4141,No,4.4,59,355266,55.48,44.37,Fox Studios,26.18
MOV7810,Movie 987,Drama,Japanese,Warner Bros,20:58.5,Japan,43.21,109,4.73,12.92,59.82,1437,Yes,4.3,72,222585,45.78,14.04,Sony Pictures,5
MOV2274,Movie 988,Action,French,Disney,20:58.5,South Korea,240.8,93,44.22,94.44,399.2,3053,No,6.6,56,474919,263.6,135.6,Netflix,32.6
MOV3451,Movie 989,Sci-Fi,Japanese,Netflix Originals,20:58.5,China,290.98,109,15.79,35.88,244.52,2544,Yes,9,30,121677,153.8,90.72,Amazon Prime,45.43
MOV1439,Movie 990,Animation,Hindi,Fox Studios,20:58.5,Germany,183.18,119,42.87,80.41,551.81,686,Yes,7.6,62,289422,281.47,270.34,Netflix,40.37
MOV3778,Movie 991,Romance,Japanese,Warner Bros,20:58.5,UK,166.55,148,2.96,5.68,11.68,3029,Yes,5.6,88,75633,8.74,2.94,Sony Pictures,30.11
MOV4439,Movie 992,Thriller,English,Warner Bros,20:58.5,USA,160.42,148,48.21,82.79,427.39,2257,No,7.9,82,316768,251.16,176.23,Sony Pictures,64.54
MOV9961,Movie 993,Thriller,Telugu,Disney,20:58.5,France,236.67,87,17.2,42.72,249.14,3881,No,4.8,82,41481,158.43,90.71,Warner Bros,37.71
MOV2323,Movie 994,Comedy,Japanese,Sony Pictures,20:58.5,USA,101.69,144,8.4,17.23,36.41,1427,Yes,8.3,83,76544,25.58,10.83,Fox Studios,46.63
MOV9169,Movie 995,Comedy,Spanish,Fox Studios,20:58.5,UK,27.42,107,49.41,82.5,359.85,3100,Yes,7.8,74,386083,197.97,161.88,Warner Bros,8.36
MOV8891,Movie 996,Sci-Fi,English,Fox Studios,20:58.5,Germany,276.47,137,22.04,60.71,459.4,978,No,5.4,69,314052,296.25,163.15,Netflix,115.17
MOV5890,Movie 997,Horror,German,Sony Pictures,20:58.5,Germany,202.86,131,7.55,12.82,48.23,3098,Yes,4.1,62,372820,26.47,21.76,Paramount,28.99
MOV1949,Movie 998,Adventure,Chinese,Disney,20:58.5,UK,160.48,95,1.44,4.1,10.06,3372,No,10,29,141879,7.04,3.02,Sony Pictures,54.83
MOV7559,Movie 999,Adventure,English,Paramount,20:58.5,India,127.68,106,23.78,40.31,245.83,1078,No,7.3,79,287305,139.55,106.28,Fox Studios,59.42
MOV3165,Movie 1000,Drama,Chinese,Netflix Originals,20:58.5,USA,175.01,94,15.29,40.29,82.64,3015,No,4.3,90,174946,48.62,34.02,Fox Studios,57.21
MOV3477,Movie 1001,Romance,Korean,Fox Studios,20:58.5,South Korea,16.73,95,22.32,48.11,143.51,3602,No,4.8,41,478893,89.79,53.72,Paramount,7.74
MOV8486,Movie 1002,Sci-Fi,Tamil,Warner Bros,20:58.5,South Korea,192.49,170,4.53,12.43,62.58,2969,No,6.7,33,219730,36.99,25.59,Amazon Prime,77.18
MOV9263,Movie 1003,Comedy,German,Fox Studios,20:58.5,China,278.13,156,12.84,28.27,241.27,2911,Yes,6.4,42,414440,121.58,119.69,Fox Studios,31.59
MOV8042,Movie 1004,Action,Spanish,Disney,20:58.5,South Korea,195.74,125,5.03,9.94,31.48,1251,No,5.9,45,16928,22.93,8.55,Paramount,61.41
MOV9239,Movie 1005,Drama,German,Paramount,20:58.5,Germany,207.07,113,45.74,96.4,251.66,4985,Yes,8,51,373203,142.8,108.86,Fox Studios,56.17
MOV1798,Movie 1006,Action,Telugu,Universal,20:58.5,India,195.17,172,29.96,46.47,254.64,4921,No,9.2,57,46254,142.36,112.28,Warner Bros,91.46
MOV8323,Movie 1007,Drama,German,Warner Bros,20:58.5,India,171.62,179,25.51,75.79,252.82,3984,Yes,7.6,49,115070,200.34,52.48,Warner Bros,83.28
MOV3613,Movie 1008,Thriller,Korean,Warner Bros,20:58.5,USA,142.16,170,41.11,77.32,224.12,2402,No,8.8,74,356821,134.02,90.1,Sony Pictures,16.18
MOV8435,Movie 1009,Animation,Spanish,Paramount,20:58.5,USA,104.71,162,10.73,17.07,144.37,2516,No,9.4,80,484847,104.03,40.34,Fox Studios,47.06
MOV6787,Movie 1010,Horror,Hindi,Fox Studios,20:58.5,France,130.19,113,19.58,56.86,272.67,4388,Yes,9,34,13267,206.65,66.02,Fox Studios,26.47
MOV1000,Movie 1011,Comedy,Japanese,Warner Bros,20:58.5,France,10.05,114,35.33,63.76,315.27,3265,Yes,8.4,46,418220,245.34,69.93,Fox Studios,4.7
MOV2404,Movie 1012,Drama,Spanish,Paramount,20:58.5,China,168.65,114,46.07,99.99,497.65,4280,Yes,7.3,72,332771,264.22,233.43,Fox Studios,17.27
MOV9643,Movie 1013,Adventure,Japanese,Sony Pictures,20:58.5,Japan,182.86,126,21.74,58.27,450.79,3178,Yes,6.3,85,356329,352.32,98.47,Warner Bros,32.38
MOV8833,Movie 1014,Romance,German,Universal,20:58.5,South Korea,41.96,89,43.29,96.9,314.49,1921,No,6.4,20,421191,224.21,90.28,Amazon Prime,4.77
MOV5676,Movie 1015,Romance,Tamil,Sony Pictures,20:58.5,France,293.82,105,4.7,8.06,70.76,3091,Yes,8.9,43,206400,46.88,23.88,Netflix,122.02
MOV9099,Movie 1016,Romance,Spanish,Warner Bros,20:58.5,China,184.19,167,30.88,88.15,724.24,1986,No,9.1,67,334611,572.2,152.04,Amazon Prime,52.98
MOV9344,Movie 1017,Drama,Tamil,Netflix Originals,20:58.5,USA,94.37,125,7.62,16.63,103.96,1716,Yes,6,24,186007,74.92,29.04,Netflix,23.62
MOV3042,Movie 1018,Thriller,Chinese,Disney,20:58.5,UK,241.22,176,22.23,33.66,228.13,3728,No,7.3,53,438832,163.33,64.8,Paramount,63.65
MOV2173,Movie 1019,Romance,Telugu,Netflix Originals,20:58.5,Germany,180.95,114,9.65,26.5,56.2,3277,No,9.5,27,243009,37.39,18.81,Sony Pictures,89.44
MOV6209,Movie 1020,Action,Spanish,Universal,20:58.5,UK,204.75,91,23.83,37.15,330.88,3943,No,4.8,64,315032,182.47,148.41,Sony Pictures,77.83
MOV4653,Movie 1021,Animation,Korean,Disney,20:58.5,Germany,3.91,94,42.35,119.48,447.59,1969,No,7.4,33,108035,283.74,163.85,Fox Studios,0.75
MOV7977,Movie 1022,Drama,Chinese,Netflix Originals,20:58.5,China,55.67,110,15.07,26.13,75.36,2402,Yes,8.2,30,264476,46.82,28.54,Netflix,9.12
MOV6216,Movie 1023,Action,English,Warner Bros,20:58.5,France,131.04,93,13.81,35.77,72.91,2092,Yes,5.9,33,103863,48.45,24.46,Netflix,43.19
MOV3317,Movie 1024,Thriller,French,Netflix Originals,20:58.5,USA,220.7,165,10.31,17.26,51.4,3689,No,7.5,35,318685,33.24,18.16,Paramount,86.64
MOV5897,Movie 1025,Comedy,English,Universal,20:58.5,India,269.89,180,37.16,97.93,794.45,1545,No,8.7,88,199233,536.75,257.7,Warner Bros,111.31
MOV6331,Movie 1026,Animation,Hindi,Disney,20:58.5,Germany,75.42,86,25.38,42.4,265.2,2244,No,5.9,83,40912,192.59,72.61,Warner Bros,7.83
MOV4816,Movie 1027,Adventure,Hindi,Netflix Originals,20:58.5,South Korea,167.35,164,45.45,101.67,451.69,3033,Yes,4.4,45,85145,271.84,179.85,Amazon Prime,29.78
MOV3474,Movie 1028,Drama,English,Fox Studios,20:58.5,France,101.8,146,19.72,58.19,422.55,4740,No,8.4,32,489471,275.86,146.69,Warner Bros,11.08
MOV5215,Movie 1029,Comedy,French,Netflix Originals,20:58.5,South Korea,94.87,172,20.43,35.82,357.25,4683,Yes,6.5,51,219192,187.14,170.11,Netflix,12.89
MOV3684,Movie 1030,Horror,Chinese,Fox Studios,20:58.5,France,244.07,176,4.09,6.48,47.73,1173,No,5.4,24,248996,24.22,23.51,Paramount,106.65
MOV1483,Movie 1031,Horror,Japanese,Netflix Originals,20:58.5,Germany,200.6,82,33.08,50.14,425.98,1997,Yes,9.3,27,273508,258.75,167.23,Amazon Prime,80.01
MOV4877,Movie 1032,Animation,Tamil,Disney,20:58.5,Germany,88.56,155,43.97,119.22,266.31,3694,No,5.9,85,207150,210.69,55.62,Paramount,10.69
MOV9731,Movie 1033,Animation,German,Paramount,20:58.5,China,295.29,153,5.04,8.82,24.69,1332,No,9.7,20,16801,18.13,6.56,Sony Pictures,31.58
MOV9017,Movie 1034,Adventure,Telugu,Fox Studios,20:58.5,UK,171.95,137,26.01,77.52,204.38,1219,Yes,6.7,58,304973,129.54,74.84,Fox Studios,79.16
MOV8441,Movie 1035,Animation,Spanish,Netflix Originals,20:58.5,Japan,292,109,22.85,39.03,204.45,2264,Yes,4.6,59,288723,129.88,74.57,Amazon Prime,118.94
MOV5922,Movie 1036,Romance,Korean,Netflix Originals,20:58.5,Japan,23.07,129,1.98,4.17,26.31,1894,Yes,7,95,6880,20.34,5.97,Warner Bros,7.24
MOV8771,Movie 1037,Sci-Fi,Spanish,Fox Studios,20:58.5,China,7.47,120,49.49,99.72,216.62,4873,Yes,5.2,82,458485,129.57,87.05,Paramount,1.78
MOV3530,Movie 1038,Thriller,Tamil,Fox Studios,20:58.5,South Korea,59.61,161,49.28,106.67,417.92,4658,No,6.7,22,345772,239.09,178.83,Paramount,22.53
MOV6897,Movie 1039,Comedy,Japanese,Sony Pictures,20:58.5,Germany,11.42,108,20.1,37.6,348.02,4487,No,4.4,27,68530,228.35,119.67,Warner Bros,2.89
MOV5298,Movie 1040,Adventure,English,Sony Pictures,20:58.5,USA,5.23,107,49.59,88.08,635.65,3124,Yes,9.4,39,44916,479.79,155.86,Sony Pictures,0.66
MOV6305,Movie 1041,Adventure,Korean,Universal,20:58.5,South Korea,206.82,150,32.51,71.77,552.65,1844,No,8.2,42,363903,350.07,202.58,Sony Pictures,21.69
MOV4705,Movie 1042,Sci-Fi,Chinese,Disney,20:58.5,South Korea,48.51,104,2.76,6.2,14.69,1659,No,5.1,75,457621,8.33,6.36,Warner Bros,19.24
MOV4711,Movie 1043,Thriller,Chinese,Universal,20:58.5,South Korea,86.94,147,30.86,85.15,716.69,3171,No,4.8,86,439243,360.29,356.4,Amazon Prime,13.15
MOV2978,Movie 1044,Horror,German,Universal,20:58.5,Germany,151.65,149,10.27,18.5,95.2,1672,No,8.7,75,104339,57.32,37.88,Netflix,31.89
MOV6542,Movie 1045,Romance,English,Universal,20:58.5,France,116.32,141,21.22,55.67,149.09,1095,No,6.3,86,383400,89.98,59.11,Sony Pictures,54.81
MOV7787,Movie 1046,Animation,Tamil,Sony Pictures,20:58.5,Japan,45.43,143,48.76,124.62,919.13,3484,No,4.1,89,495237,634.34,284.79,Paramount,11.25
MOV9447,Movie 1047,Thriller,German,Sony Pictures,20:58.5,India,275.51,85,11,19.3,191.11,3139,No,9,73,159660,131.14,59.97,Sony Pictures,51.29
